Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,"('AAPL', 'AAPL')",162989.10811570677,2009-10-23,6.1292500495910645,999.0009990008548,2024-12-30,251.59307861328125,0.0,40006931.49126361,40.04693842275488,Long,Open,0
1,"('ADBE', 'ADBE')",1916.0,2009-12-18,37.34000015258789,71.5434402923584,2024-12-30,445.79998779296875,0.0,782537.7928786774,10.937939099390231,Long,Open,1
2,"('ADI', 'ADI')",1484.0,2011-05-20,30.258508682250977,44.90362688446045,2024-12-30,211.63919067382812,0.0,269124.02844861604,5.993369514250759,Long,Open,2
3,"('ADP', 'ADP')",1547.0,2013-11-22,54.564720153808594,84.4116220779419,2024-12-30,291.41717529296875,0.0,366326.33647820284,4.339761841561978,Long,Open,3
4,"('ADSK', 'ADSK')",1525.0,2010-02-26,27.8799991607666,42.51699872016907,2024-12-30,297.5299987792969,0.0,411173.7324195385,9.670808024943852,Long,Open,4
5,"('AEP', 'AEP')",889.0,2013-02-01,28.69701385498047,25.511645317077637,2024-12-30,90.40045166015625,0.0,54828.84456348419,2.149169286497624,Long,Open,5
6,"('AMAT', 'AMAT')",14244.0,2013-09-27,15.079821586608887,214.79697867965697,2024-12-30,163.26394653320312,0.0,2110519.878760609,9.825649744860645,Long,Open,6
7,"('AMD', 'AMD')",3995.0,2009-11-13,6.53000020980835,26.087350838184356,2024-12-30,122.44000244140625,0.0,463034.37156439543,17.749382619819208,Long,Open,7
8,"('AMGN', 'AMGN')",851.0,2012-06-22,51.15878677368164,43.53612754440308,2024-12-30,254.96864318847656,0.0,173398.65168144606,3.982868056066642,Long,Open,8
9,"('AMZN', 'AMZN')",5494.0,2009-10-23,5.924499988555908,32.54920293712616,2024-12-30,221.3000030517578,0.0,1183240.464626294,36.35236374027059,Long,Open,9
10,"('ANSS', 'ANSS')",1295.0,2013-03-01,76.68000030517578,99.30060039520264,2024-12-30,337.9200134277344,0.0,338206.5163933182,3.4058859165735464,Long,Open,10
11,"('APP', 'APP')",775.0,2023-08-11,38.88999938964844,30.13974952697754,2024-12-30,335.3800048828125,0.0,229749.61450767517,7.622811009163513,Long,Open,11
12,"('ASML', 'ASML')",2886.0,2009-09-11,20.510957717895508,59.19462397384644,2024-12-30,692.7128295898438,0.0,1939915.4075984687,32.77181739435609,Long,Open,12
13,"('AVGO', 'AVGO')",36356.0,2010-12-17,2.00158953666687,72.76978919506074,2024-12-30,234.86929321289062,0.0,8466065.465063596,116.34038738754836,Long,Open,13
14,"('AXON', 'AXON')",4312.0,2010-01-15,6.289999961853027,27.122479835510255,2024-12-30,604.3200073242188,0.0,2578678.2692666855,95.07531335282023,Long,Open,14
15,"('AZN', 'AZN')",1609.0,2013-12-20,19.881391525268555,31.989158964157106,2024-12-30,64.6466064453125,0.0,71995.24164738655,2.250613769747903,Long,Open,15
16,"('BIIB', 'BIIB')",571.0,2011-04-15,82.95999908447266,47.37015947723389,2024-12-30,150.19000244140625,0.0,38340.96175733185,0.8093905990702549,Long,Open,16
17,"('BKNG', 'BKNG')",282.0,2009-08-14,147.15115356445312,41.49662530517578,2024-12-30,4980.6669921875,0.0,1363009.969866394,32.84628472417946,Long,Open,17
18,"('BKR', 'BKR')",593.0,2011-01-28,34.64398956298828,20.54388581085205,2024-12-30,40.48640823364258,0.0,3444.010385887146,0.16764162425727128,Long,Open,18
19,"('CCEP', 'CCEP')",1118.0,2010-02-26,8.577286720275879,9.589406553268432,2024-12-30,75.44869232177734,0.0,74752.64205592537,7.795335575844039,Long,Open,19
20,"('CDNS', 'CDNS')",6773.0,2010-10-29,8.470000267028809,57.36731180858612,2024-12-30,301.8599853515625,0.0,1987073.0016657382,34.637722058441206,Long,Open,20
21,"('CDW', 'CDW')",7563.0,2014-11-28,31.314584732055664,236.832204328537,2024-12-30,172.76966857910156,0.0,1069587.9669308795,4.516226878702408,Long,Open,21
22,"('CEG', 'CEG')",198.0,2024-03-01,168.27259826660156,33.31797445678711,2024-12-30,225.58900451660156,0.0,11315.330463043212,0.33961639768104807,Long,Open,22
23,"('CHTR', 'CHTR')",1071.0,2011-02-11,47.0,50.337,2024-12-30,343.17999267578125,0.0,317158.4351557617,6.300701971825133,Long,Open,23
24,"('CMCSA', 'CMCSA')",7730.0,2010-04-30,7.192683219909668,55.59944128990173,2024-12-30,36.74502944946289,0.0,228384.0369131565,4.1076678400837965,Long,Open,24
25,"('COST', 'COST')",978.0,2012-11-30,76.73968505859375,75.05141198730469,2024-12-30,919.9935302734375,0.0,824627.2092081299,10.98749760161234,Long,Open,25
26,"('CPRT', 'CPRT')",23658.0,2011-07-01,2.9493749141693115,69.77631171941758,2024-12-30,58.130001068115234,0.0,1305393.4772383333,18.70826137224826,Long,Open,26
27,"('CRWD', 'CRWD')",542.0,2020-06-19,101.08000183105469,54.78536099243164,2024-12-30,349.30999755859375,0.0,134485.87232333375,2.4547775151451936,Long,Open,27
28,"('CSCO', 'CSCO')",1951.0,2010-03-12,17.038803100585938,33.24270484924317,2024-12-30,58.39949035644531,0.0,80661.4581313324,2.4264408837107254,Long,Open,28
29,"('CSGP', 'CSGP')",13566.0,2010-10-15,5.176000118255615,70.21761760425568,2024-12-30,71.81999969482422,0.0,904022.2806381254,12.874579222171379,Long,Open,29
30,"('CSX', 'CSX')",13975.0,2010-11-05,5.329473972320557,74.47939876317979,2024-12-30,32.019432067871094,0.0,372917.6849865556,5.006991076449372,Long,Open,30
31,"('CTAS', 'CTAS')",135104.0,2009-09-25,6.523566722869873,881.3599585266113,2024-12-30,182.99842834472656,0.0,23841578.3446008,27.05089800591496,Long,Open,31
32,"('CTSH', 'CTSH')",5203.0,2009-08-07,15.267324447631836,79.43588910102845,2024-12-30,76.196533203125,0.0,316935.2372657299,3.9898242576808602,Long,Open,32
33,"('DASH', 'DASH')",363.0,2023-11-03,92.48999786376953,33.57386922454834,2024-12-30,169.60000610351562,0.0,27957.359121803285,0.8327118609660156,Long,Open,33
34,"('DDOG', 'DDOG')",346.0,2020-10-02,103.48999786376953,35.80753926086426,2024-12-30,144.1699981689453,0.0,14039.472566329956,0.3920814682084104,Long,Open,34
35,"('DXCM', 'DXCM')",16353.0,2009-08-21,2.0924999713897705,34.218652032136916,2024-12-30,78.0,0.0,1241281.129315831,36.27498617274768,Long,Open,35
36,"('EA', 'EA')",1576.0,2013-05-10,21.930143356323242,34.561905929565434,2024-12-30,146.32862854003906,0.0,196017.45074360658,5.671488463138446,Long,Open,36
37,"('EXC', 'EXC')",4716.0,2022-02-04,38.37175369262695,180.96119041442873,2024-12-30,36.9532356262207,0.0,-6870.6923915863035,-0.03796776743041627,Long,Open,37
38,"('FANG', 'FANG')",5537.0,2013-10-25,41.81440353393555,231.52635236740113,2024-12-30,158.7480926513672,0.0,647230.3102908516,2.7954930558564857,Long,Open,38
39,"('FAST', 'FAST')",7483.0,2010-01-08,7.907888412475586,59.17472899055481,2024-12-30,71.12431335449219,0.0,472989.3331121197,7.9930967353921645,Long,Open,39
40,"('FTNT', 'FTNT')",7272.0,2011-04-29,4.869999885559082,35.414639167785644,2024-12-30,95.12999725341797,0.0,656335.286219902,18.5328807985407,Long,Open,40
41,"('GILD', 'GILD')",6811.0,2012-02-03,19.396533966064453,132.109792842865,2024-12-30,91.36872863769531,0.0,490070.5081156349,3.7095698779767083,Long,Open,41
42,"('GOOG', 'GOOG')",4078.0,2009-10-16,13.63035774230957,55.58459887313843,2024-12-30,192.47073364257812,0.0,729255.468322422,13.119739696004874,Long,Open,42
43,"('GOOGL', 'GOOGL')",4060.0,2009-10-16,13.694538116455078,55.59982475280762,2024-12-30,191.02000427246094,0.0,719885.792768631,12.947627010861739,Long,Open,43
44,"('HON', 'HON')",1634.0,2012-12-21,47.29145050048828,77.27423011779786,2024-12-30,224.24794006347656,0.0,289069.62971580506,3.7408283366284403,Long,Open,44
45,"('IDXX', 'IDXX')",1474.0,2010-04-23,33.43000030517578,49.275820449829105,2024-12-30,412.75,0.0,559068.4037297211,11.345694472990962,Long,Open,45
46,"('INTC', 'INTC')",2001.0,2010-04-16,15.611659049987793,31.238929759025574,2024-12-30,19.81999969482422,0.0,8389.650700558663,0.26856396058622073,Long,Open,46
47,"('INTU', 'INTU')",2601.0,2010-08-20,39.490421295166016,102.71458578872681,2024-12-30,628.1558227539062,0.0,1531015.9946083946,14.905536373943374,Long,Open,47
48,"('ISRG', 'ISRG')",2351.0,2009-10-23,29.217777252197266,68.69099431991577,2024-12-30,526.9600219726562,0.0,1170123.326343479,17.034595843726517,Long,Open,48
49,"('KDP', 'KDP')",535.0,2009-08-21,2.977536916732788,1.5929822504520417,2024-12-30,31.515546798706055,0.0,15266.242304605246,9.58343528327019,Long,Open,49
50,"('KHC', 'KHC')",663.0,2017-02-17,67.05986785888672,44.46069239044189,2024-12-30,29.971765518188477,0.0,-24633.872544273378,-0.5540595798181752,Long,Open,50
51,"('KLAC', 'KLAC')",224.0,2021-09-17,354.9301452636719,79.5043525390625,2024-12-30,630.6936645507812,0.0,61691.523967773435,0.7759515296657856,Long,Open,51
52,"('LIN', 'LIN')",6131.0,2016-08-19,105.30980682373047,645.6544256362915,2024-12-30,416.27142333984375,0.0,1905860.0164346541,2.951826767943907,Long,Open,52
53,"('LRCX', 'LRCX')",24888.0,2009-10-16,3.393609046936035,84.46014196014404,2024-12-30,71.93290710449219,0.0,1705721.5899144975,20.19558042797763,Long,Open,53
54,"('LULU', 'LULU')",5727.0,2009-12-11,13.585000038146973,77.80129521846771,2024-12-30,384.04998779296875,0.0,2121575.183576646,27.269149923779764,Long,Open,54
55,"('MAR', 'MAR')",10766.0,2010-03-26,25.024669647216797,269.415593421936,2024-12-30,279.6841125488281,0.0,2741394.1466853255,10.175335851447858,Long,Open,55
56,"('MCHP', 'MCHP')",8377.0,2013-11-01,16.732101440429688,140.16481376647948,2024-12-30,56.694427490234375,0.0,334624.2405054474,2.3873626448285767,Long,Open,56
57,"('MDLZ', 'MDLZ')",866.0,2010-01-08,13.498163223266602,11.689409351348877,2024-12-30,58.67989730834961,0.0,39115.69230833054,3.346250536073224,Long,Open,57
58,"('MELI', 'MELI')",1181.0,2009-09-18,35.988563537597656,42.502493537902836,2024-12-30,1721.800048828125,0.0,1990900.8616345748,46.84197786793688,Long,Open,58
59,"('META', 'META')",897.0,2013-07-26,33.850460052490234,30.36386266708374,2024-12-30,590.7144165039062,0.0,499476.6050742531,16.449705709402906,Long,Open,59
60,"('MNST', 'MNST')",16880.0,2010-08-06,3.7241671085357666,62.86394079208374,2024-12-30,52.529998779296875,0.0,823779.5746616555,13.104166940253155,Long,Open,60
61,"('MRVL', 'MRVL')",9562.0,2013-11-08,11.7872953414917,112.71011805534363,2024-12-30,111.4766845703125,0.0,953117.2296879292,8.456359075233365,Long,Open,61
62,"('MSFT', 'MSFT')",5313.0,2009-10-23,20.92156219482422,111.15625994110107,2024-12-30,423.2029113769531,0.0,2137209.65194471,19.22707414838502,Long,Open,62
63,"('MSTR', 'MSTR')",4510.0,2009-10-30,8.72700023651123,39.35877106666565,2024-12-30,302.9599914550781,0.0,1326951.43162467,33.714249598319206,Long,Open,63
64,"('MU', 'MU')",4029.0,2010-01-08,10.85159969329834,43.721095164299015,2024-12-30,85.19906616210938,0.0,299502.22130767535,6.850290922086451,Long,Open,64
65,"('NFLX', 'NFLX')",5277.0,2009-10-23,7.841429233551025,41.379222065448765,2024-12-30,900.4299926757812,0.0,4710148.470062584,113.82883087102574,Long,Open,65
66,"('NVDA', 'NVDA')",151343.0,2014-02-14,0.42226478457450867,63.90681929185987,2024-12-30,137.47735595703125,0.0,20742264.75649383,324.570444693308,Long,Open,66
67,"('NXPI', 'NXPI')",3159.0,2013-01-18,26.69415283203125,84.32682879638672,2024-12-30,206.45419311523438,0.0,567777.6404258423,6.733060504347707,Long,Open,67
68,"('ODFL', 'ODFL')",12302.0,2010-07-30,5.647434711456299,69.4747418203354,2024-12-30,176.99635314941406,0.0,2107864.919881936,30.340018036093802,Long,Open,68
